Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
rx_adhd_mgpp_d03,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d03,,,,,,,,,,,,,
rx_other_names_d03,prescription_medication,,text,Names of other medicines used - d03,,,,,,,,,,,,,
rx_other_pills_d03,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d03,,,,,,,,,,,,,
rx_other_mgpp_d03,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d03,,,,,,,,,,,,,
rx_all_names_d04,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d04,,,,,,,,,,,,,
rx_opd_pills_d04,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d04,,,,,,,,,,,,,
rx_opd_mgpp_d04,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d04,,,,,,,,,,,,,
rx_sleep_pills_d04,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d04,,,,,,,,,,,,,
rx_sleep_mgpp_d04,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d04,,,,,,,,,,,,,
rx_mrelax_pills_d04,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d04,,,,,,,,,,,,,
rx_mrelax_mgpp_d04,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d04,,,,,,,,,,,,,
rx_nsaid_pills_d04,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d04,,,,,,,,,,,,,
rx_nsaid_mgpp_d04,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d04,,,,,,,,,,,,,
rx_nerv_pills_d04,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d04,,,,,,,,,,,,,
rx_nerv_mgpp_d04,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d04,,,,,,,,,,,,,
rx_adhd_pills_d04,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d04,,,,,,,,,,,,,
rx_adhd_mgpp_d04,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d04,,,,,,,,,,,,,
rx_other_names_d04,prescription_medication,,text,Names of other medicines used - d04,,,,,,,,,,,,,
rx_other_pills_d04,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d04,,,,,,,,,,,,,
rx_other_mgpp_d04,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d04,,,,,,,,,,,,,
rx_all_names_d05,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d05,,,,,,,,,,,,,
rx_opd_pills_d05,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d05,,,,,,,,,,,,,
rx_opd_mgpp_d05,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d05,,,,,,,,,,,,,
rx_sleep_pills_d05,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d05,,,,,,,,,,,,,
rx_sleep_mgpp_d05,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d05,,,,,,,,,,,,,
rx_mrelax_pills_d05,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d05,,,,,,,,,,,,,
rx_mrelax_mgpp_d05,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d05,,,,,,,,,,,,,
rx_nsaid_pills_d05,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d05,,,,,,,,,,,,,
rx_nsaid_mgpp_d05,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d05,,,,,,,,,,,,,
rx_nerv_pills_d05,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d05,,,,,,,,,,,,,
rx_nerv_mgpp_d05,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d05,,,,,,,,,,,,,
rx_adhd_pills_d05,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d05,,,,,,,,,,,,,
rx_adhd_mgpp_d05,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d05,,,,,,,,,,,,,
rx_other_names_d05,prescription_medication,,text,Names of other medicines used - d05,,,,,,,,,,,,,
rx_other_pills_d05,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d05,,,,,,,,,,,,,
rx_other_mgpp_d05,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d05,,,,,,,,,,,,,
rx_all_names_d06,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d06,,,,,,,,,,,,,
rx_opd_pills_d06,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d06,,,,,,,,,,,,,
rx_opd_mgpp_d06,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d06,,,,,,,,,,,,,
rx_sleep_pills_d06,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d06,,,,,,,,,,,,,
rx_sleep_mgpp_d06,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d06,,,,,,,,,,,,,
rx_mrelax_pills_d06,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d06,,,,,,,,,,,,,
rx_mrelax_mgpp_d06,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d06,,,,,,,,,,,,,
rx_nsaid_pills_d06,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d06,,,,,,,,,,,,,
rx_nsaid_mgpp_d06,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d06,,,,,,,,,,,,,
rx_nerv_pills_d06,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d06,,,,,,,,,,,,,
rx_nerv_mgpp_d06,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d06,,,,,,,,,,,,,
rx_adhd_pills_d06,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d06,,,,,,,,,,,,,
rx_adhd_mgpp_d06,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d06,,,,,,,,,,,,,
rx_other_names_d06,prescription_medication,,text,Names of other medicines used - d06,,,,,,,,,,,,,
rx_other_pills_d06,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d06,,,,,,,,,,,,,
rx_other_mgpp_d06,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d06,,,,,,,,,,,,,
rx_all_names_d07,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d07,,,,,,,,,,,,,
rx_opd_pills_d07,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d07,,,,,,,,,,,,,
rx_opd_mgpp_d07,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d07,,,,,,,,,,,,,
rx_sleep_pills_d07,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d07,,,,,,,,,,,,,
rx_sleep_mgpp_d07,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d07,,,,,,,,,,,,,
rx_mrelax_pills_d07,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d07,,,,,,,,,,,,,
rx_mrelax_mgpp_d07,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d07,,,,,,,,,,,,,
rx_nsaid_pills_d07,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d07,,,,,,,,,,,,,
rx_nsaid_mgpp_d07,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d07,,,,,,,,,,,,,
rx_nerv_pills_d07,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d07,,,,,,,,,,,,,
rx_nerv_mgpp_d07,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d07,,,,,,,,,,,,,
rx_adhd_pills_d07,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d07,,,,,,,,,,,,,
rx_adhd_mgpp_d07,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d07,,,,,,,,,,,,,
rx_other_names_d07,prescription_medication,,text,Names of other medicines used - d07,,,,,,,,,,,,,
rx_other_pills_d07,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d07,,,,,,,,,,,,,
rx_other_mgpp_d07,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d07,,,,,,,,,,,,,
rx_all_names_d08,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d08,,,,,,,,,,,,,
rx_opd_pills_d08,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d08,,,,,,,,,,,,,
rx_opd_mgpp_d08,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d08,,,,,,,,,,,,,
rx_sleep_pills_d08,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d08,,,,,,,,,,,,,
rx_sleep_mgpp_d08,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d08,,,,,,,,,,,,,
rx_mrelax_pills_d08,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d08,,,,,,,,,,,,,
rx_mrelax_mgpp_d08,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d08,,,,,,,,,,,,,
rx_nsaid_pills_d08,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d08,,,,,,,,,,,,,
rx_nsaid_mgpp_d08,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d08,,,,,,,,,,,,,
rx_nerv_pills_d08,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d08,,,,,,,,,,,,,
rx_nerv_mgpp_d08,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d08,,,,,,,,,,,,,
rx_adhd_pills_d08,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d08,,,,,,,,,,,,,
rx_adhd_mgpp_d08,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d08,,,,,,,,,,,,,
rx_other_names_d08,prescription_medication,,text,Names of other medicines used - d08,,,,,,,,,,,,,
rx_other_pills_d08,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d08,,,,,,,,,,,,,
rx_other_mgpp_d08,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d08,,,,,,,,,,,,,
rx_all_names_d09,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d09,,,,,,,,,,,,,
rx_opd_pills_d09,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d09,,,,,,,,,,,,,
rx_opd_mgpp_d09,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d09,,,,,,,,,,,,,
rx_sleep_pills_d09,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d09,,,,,,,,,,,,,
rx_sleep_mgpp_d09,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d09,,,,,,,,,,,,,
rx_mrelax_pills_d09,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d09,,,,,,,,,,,,,
rx_mrelax_mgpp_d09,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d09,,,,,,,,,,,,,
rx_nsaid_pills_d09,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d09,,,,,,,,,,,,,
rx_nsaid_mgpp_d09,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d09,,,,,,,,,,,,,
rx_nerv_pills_d09,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d09,,,,,,,,,,,,,
rx_nerv_mgpp_d09,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d09,,,,,,,,,,,,,
rx_adhd_pills_d09,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d09,,,,,,,,,,,,,
rx_adhd_mgpp_d09,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d09,,,,,,,,,,,,,
rx_other_names_d09,prescription_medication,,text,Names of other medicines used - d09,,,,,,,,,,,,,
rx_other_pills_d09,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d09,,,,,,,,,,,,,
rx_other_mgpp_d09,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d09,,,,,,,,,,,,,
rx_all_names_d10,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d10,,,,,,,,,,,,,
rx_opd_pills_d10,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d10,,,,,,,,,,,,,
rx_opd_mgpp_d10,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d10,,,,,,,,,,,,,
rx_sleep_pills_d10,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d10,,,,,,,,,,,,,
rx_sleep_mgpp_d10,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d10,,,,,,,,,,,,,
rx_mrelax_pills_d10,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d10,,,,,,,,,,,,,
rx_mrelax_mgpp_d10,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d10,,,,,,,,,,,,,
rx_nsaid_pills_d10,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d10,,,,,,,,,,,,,
rx_nsaid_mgpp_d10,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d10,,,,,,,,,,,,,
rx_nerv_pills_d10,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d10,,,,,,,,,,,,,
rx_nerv_mgpp_d10,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d10,,,,,,,,,,,,,
rx_adhd_pills_d10,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d10,,,,,,,,,,,,,
rx_adhd_mgpp_d10,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d10,,,,,,,,,,,,,
rx_other_names_d10,prescription_medication,,text,Names of other medicines used - d10,,,,,,,,,,,,,
rx_other_pills_d10,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d10,,,,,,,,,,,,,
rx_other_mgpp_d10,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d10,,,,,,,,,,,,,
rx_all_names_d11,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d11,,,,,,,,,,,,,
rx_opd_pills_d11,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d11,,,,,,,,,,,,,
rx_opd_mgpp_d11,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d11,,,,,,,,,,,,,
rx_sleep_pills_d11,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d11,,,,,,,,,,,,,
rx_sleep_mgpp_d11,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d11,,,,,,,,,,,,,
rx_mrelax_pills_d11,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d11,,,,,,,,,,,,,
rx_mrelax_mgpp_d11,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d11,,,,,,,,,,,,,
rx_nsaid_pills_d11,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d11,,,,,,,,,,,,,
rx_nsaid_mgpp_d11,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d11,,,,,,,,,,,,,
rx_nerv_pills_d11,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d11,,,,,,,,,,,,,
rx_nerv_mgpp_d11,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d11,,,,,,,,,,,,,
rx_adhd_pills_d11,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d11,,,,,,,,,,,,,
rx_adhd_mgpp_d11,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d11,,,,,,,,,,,,,
rx_other_names_d11,prescription_medication,,text,Names of other medicines used - d11,,,,,,,,,,,,,
rx_other_pills_d11,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d11,,,,,,,,,,,,,
rx_other_mgpp_d11,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d11,,,,,,,,,,,,,
rx_all_names_d12,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d12,,,,,,,,,,,,,
rx_opd_pills_d12,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d12,,,,,,,,,,,,,
rx_opd_mgpp_d12,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d12,,,,,,,,,,,,,
rx_sleep_pills_d12,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d12,,,,,,,,,,,,,
rx_sleep_mgpp_d12,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d12,,,,,,,,,,,,,
rx_mrelax_pills_d12,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d12,,,,,,,,,,,,,
rx_mrelax_mgpp_d12,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d12,,,,,,,,,,,,,
rx_nsaid_pills_d12,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d12,,,,,,,,,,,,,
rx_nsaid_mgpp_d12,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d12,,,,,,,,,,,,,
rx_nerv_pills_d12,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d12,,,,,,,,,,,,,
rx_nerv_mgpp_d12,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d12,,,,,,,,,,,,,
rx_adhd_pills_d12,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d12,,,,,,,,,,,,,
rx_adhd_mgpp_d12,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d12,,,,,,,,,,,,,
rx_other_names_d12,prescription_medication,,text,Names of other medicines used - d12,,,,,,,,,,,,,
rx_other_pills_d12,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d12,,,,,,,,,,,,,
rx_other_mgpp_d12,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d12,,,,,,,,,,,,,
rx_all_names_d13,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d13,,,,,,,,,,,,,
rx_opd_pills_d13,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d13,,,,,,,,,,,,,
rx_opd_mgpp_d13,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d13,,,,,,,,,,,,,
rx_sleep_pills_d13,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d13,,,,,,,,,,,,,
rx_sleep_mgpp_d13,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d13,,,,,,,,,,,,,
rx_mrelax_pills_d13,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d13,,,,,,,,,,,,,
rx_mrelax_mgpp_d13,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d13,,,,,,,,,,,,,
rx_nsaid_pills_d13,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d13,,,,,,,,,,,,,
rx_nsaid_mgpp_d13,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d13,,,,,,,,,,,,,
rx_nerv_pills_d13,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d13,,,,,,,,,,,,,
rx_nerv_mgpp_d13,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d13,,,,,,,,,,,,,
rx_adhd_pills_d13,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d13,,,,,,,,,,,,,
rx_adhd_mgpp_d13,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d13,,,,,,,,,,,,,
rx_other_names_d13,prescription_medication,,text,Names of other medicines used - d13,,,,,,,,,,,,,
rx_other_pills_d13,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d13,,,,,,,,,,,,,
rx_other_mgpp_d13,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d13,,,,,,,,,,,,,
rx_all_names_d14,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d14,,,,,,,,,,,,,
rx_opd_pills_d14,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d14,,,,,,,,,,,,,
rx_opd_mgpp_d14,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d14,,,,,,,,,,,,,
rx_sleep_pills_d14,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d14,,,,,,,,,,,,,
rx_sleep_mgpp_d14,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d14,,,,,,,,,,,,,
rx_mrelax_pills_d14,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d14,,,,,,,,,,,,,
rx_mrelax_mgpp_d14,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d14,,,,,,,,,,,,,
rx_nsaid_pills_d14,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d14,,,,,,,,,,,,,
rx_nsaid_mgpp_d14,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d14,,,,,,,,,,,,,
rx_nerv_pills_d14,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d14,,,,,,,,,,,,,
rx_nerv_mgpp_d14,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d14,,,,,,,,,,,,,
rx_adhd_pills_d14,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d14,,,,,,,,,,,,,
rx_adhd_mgpp_d14,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d14,,,,,,,,,,,,,
rx_other_names_d14,prescription_medication,,text,Names of other medicines used - d14,,,,,,,,,,,,,
rx_other_pills_d14,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d14,,,,,,,,,,,,,
rx_other_mgpp_d14,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d14,,,,,,,,,,,,,
rx_all_names_d15,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d15,,,,,,,,,,,,,
rx_opd_pills_d15,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d15,,,,,,,,,,,,,
rx_opd_mgpp_d15,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d15,,,,,,,,,,,,,
rx_sleep_pills_d15,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d15,,,,,,,,,,,,,
rx_sleep_mgpp_d15,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d15,,,,,,,,,,,,,
rx_mrelax_pills_d15,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d15,,,,,,,,,,,,,
rx_mrelax_mgpp_d15,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d15,,,,,,,,,,,,,
rx_nsaid_pills_d15,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d15,,,,,,,,,,,,,
rx_nsaid_mgpp_d15,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d15,,,,,,,,,,,,,
rx_nerv_pills_d15,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d15,,,,,,,,,,,,,
rx_nerv_mgpp_d15,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d15,,,,,,,,,,,,,
rx_adhd_pills_d15,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d15,,,,,,,,,,,,,
rx_adhd_mgpp_d15,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d15,,,,,,,,,,,,,
rx_other_names_d15,prescription_medication,,text,Names of other medicines used - d15,,,,,,,,,,,,,
rx_other_pills_d15,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d15,,,,,,,,,,,,,
rx_other_mgpp_d15,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d15,,,,,,,,,,,,,
rx_all_names_d16,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d16,,,,,,,,,,,,,
rx_opd_pills_d16,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d16,,,,,,,,,,,,,
rx_opd_mgpp_d16,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d16,,,,,,,,,,,,,
rx_sleep_pills_d16,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d16,,,,,,,,,,,,,
rx_sleep_mgpp_d16,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d16,,,,,,,,,,,,,
rx_mrelax_pills_d16,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d16,,,,,,,,,,,,,
rx_mrelax_mgpp_d16,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d16,,,,,,,,,,,,,
rx_nsaid_pills_d16,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d16,,,,,,,,,,,,,
rx_nsaid_mgpp_d16,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d16,,,,,,,,,,,,,
rx_nerv_pills_d16,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d16,,,,,,,,,,,,,
rx_nerv_mgpp_d16,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d16,,,,,,,,,,,,,
rx_adhd_pills_d16,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d16,,,,,,,,,,,,,
